type;id;lat;lon;tags.amenity;tags.fixme;tags.name;tags.operator;tags.brand;tags.fuel:diesel;tags.wheelchair;tags.opening_hours;tags.brand:wikidata;tags.brand:wikipedia;tags.created_by;tags.addr:city;tags.addr:housenumber;tags.addr:postcode;tags.addr:street;tags.branch;tags.compressed_air;tags.website;tags.fuel:octane_95;tags.payment:cards;tags.self_service;tags.fuel:octane_98;tags.fuel:octane_100;tags.alt_name;tags.fuel:biogas;tags.fuel:cng;tags.fuel:HGV_diesel;tags.shop;tags.addr:country;tags.payment:american_express;tags.payment:maestro;tags.payment:mastercard;tags.payment:notes;tags.payment:visa;tags.maxheight;tags.payment:cash;tags.payment:coins;tags.payment:contactless;tags.payment:dkv;tags.payment:postfinance_card;tags.payment:reka;tags.payment:routex;tags.payment:v_pay;tags.payment:visa_electron;tags.fuel:1_25;tags.fuel:1_50;tags.fuel:GTL_diesel;tags.fuel:biodiesel;tags.fuel:e10;tags.fuel:e85;tags.fuel:electricity;tags.fuel:lpg;tags.fuel:octane_91;tags.fuel:GTL_diesel:name;tags.fuel:cng:maxheight;tags.fuel:octane_95:name;tags.fuel:octane_98:name;tags.fuel:others;tags.automated;tags.tenant;tags.opening_hours:covid19;tags.fuel:adblue;tags.level;tags.phone;tags.capacity;tags.cash_withdrawal;tags.cash_withdrawal:fee;tags.cash_withdrawal:purchase_required;tags.cash_withdrawal:type;tags.source;tags.currency:CHF;tags.currency:EUR;tags.payment:avia_card;tags.addr:place;tags.access;tags.contact:phone;tags.name:de;tags.vending;tags.vending_machine;tags.wheelchair:description;tags.car_wash;tags.designation;tags.contact:addr;tags.mapillary;tags.survey:date;tags.fuel:gasoline;tags.ref;tags.contact:email;tags.contact:fax;tags.contact:website;tags.note;tags.seamark:small_craft_facility:category;tags.seamark:type;tags.payment:bebeco;tags.url;tags.payment:credit_cards;tags.old_name;tags.ethanol;tags.ele;tags.payment:twint;tags.toilets:wheelchair;tags.check_date;tags.is_in;tags.tourism;tags.payment:debit_cards;tags.addr:housename;tags.check_date:opening_hours;tags.opening_hours:signed;tags.name:en;tags.internet_access;tags.fax;tags.toilets;tags.addr:state;tags.kiosk;tags.name:fr;tags.payment:others;tags.hgv;tags.payment:uta;tags.workshop;tags.description;tags.delivery:covid19;tags.takeaway:covid19;tags.email;tags.fuel:98E5;tags.fuel:gasoil;tags.fuel:2-cycle_mix;tags.atm;tags.payment:account_cards;tags.car;tags.seamark:information;tags.payment:postcard;tags.fuel:super;tags.waterway;tags.building;tags.source:addr;tags.payment:myone;tags.name:it;tags.repair;tags.sale;tags.payment:moveri_card;tags.fuel:propane;tags.internet_access:fee;tags.fuel:octane_80;tags.payment:diners_club;tags.fuel:octane_92;tags.addr:street:fr;tags.addr:full;tags.layer;tags.fuel:octane_96;tags.fuel:octane_99;tags.payment:post.ch;tags.addr:suburb;tags.self_service:conditional;tags.addr:street:de;tags.entrance;tags.fuel:100LL;tags.fuel:JetA1;tags.payment:avia;tags.payment:diners_club_international;tags.payment:socar_card;tags.payment:tamoil_card;tags.fuel:LH2;tags.fuel:v-power_diesel;tags.fuel:benzin;tags.fee;tags.name:signed;tags.noname;tags.fuel;tags.fuel:air;tags.payment:cryptocurrencies;tags.payment:electronic_purses;tags.fuel:octane_87;tags.payment:post_finance;tags.payment:reka_card;tags.covered;tags.payment:girocard;tags.fuel:diesel_plus;tags.construction;tags.payment:shell;tags.dog;tags.payment:hubrol_card
node;734402;46.6905993;7.6681887;fuel;Please check name and brand. Agip becomes Eni. See http://lists.openstreetmap.ch/pipermail/talk-ch/2019-January/009849.html for (german) discussion.;Agip;Agip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;1228781;46.8785984;7.5423261;fuel;;;BP;BP;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;5702030;46.6805465;7.8274119;fuel;;Migrol;;;;;24/7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;5702071;46.6834149;7.8445587;fuel;;Avia;Avia;Avia;;;;Q300147;de:Avia International;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;8082505;46.6838171;7.6644266;fuel;;;;;;limited;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;17407058;47.0547266;7.6253785;fuel;;Moveri Burgdorf;Shell;;;;;;;Potlatch 0.5d;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;27069561;47.3963906;8.6233174;fuel;;SOCAR Zur Schmiede;SOCAR Energy Switzerland;SOCAR;;yes;24/7;Q1622293;;;Dübendorf;44;8600;Usterstrasse;Dübendorf Zur Schmiede;yes;https://www.socarenergy.ch/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;27125026;47.4010933;8.6199554;fuel;;BP Garage Tresch;Tresch Automobile;BP;yes;;;Q152057;en:BP;;;;;;Dübendorf;;;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;28219645;47.4320909;8.676093;fuel;;;Markwalder AG;BP;yes;;;;;;;;;;;;;yes;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;29881492;47.686119;8.621418;fuel;;Shell Rheinfall;Shell (Switzerland);Shell;yes;;;Q110716465;;;Neuhausen am Rheinfall;38;8212;Schaffhauserstrasse;Neuhausen Rheinfall;yes;https://find.shell.com/ch/fuel/10023368-shell-rheinfall/de_CH;yes;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;29881496;47.6822764;8.6093701;fuel;;;;OIL!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;29882004;47.6799675;8.6064702;fuel;;;;Coop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;29885121;47.6773289;8.6005845;fuel;;Wegmüller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;30011079;47.714297;8.5161525;fuel;;Bär - Benzin und Diesel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;33127154;47.1377584;9.0509476;fuel;;;;BP;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;33157581;47.1554377;9.038236;fuel;;BP;;BP;;;;Q152057;en:BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;33593043;47.1327975;9.0875692;fuel;;Garage Jörg AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;34026947;47.1782564;9.0513173;fuel;;BP;;BP;;;;Q152057;en:BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;34026948;47.1871045;9.0496625;fuel;;;;Spurt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;34026949;47.2112768;9.0283638;fuel;;Agrola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;34078845;47.4956958;8.7129812;fuel;;Migrol Service Zürcherstrasse;Migrol;Shell;yes;;;Q154950;;;Winterthur;48;8406;Zürcherstrasse;Winterthur Zürcherstrasse;yes;https://www.migrol.ch/de/;yes;;;;yes;Migrol Zürcherstrasse;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;35684995;47.2254301;8.9761652;fuel;;;Agrola;;yes;no;24/7;;;;;;;;;;;yes;;yes;yes;;;;;yes;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;36724756;47.2276132;8.9725233;fuel;;;BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;47744371;47.3995257;8.4973287;fuel;;Coop Tankstelle Höngg;Coop Mineraloel;Coop;;;Mo-Su 06:00-23:00;;;;Zürich;146;8049;Am Wasser;Zürich Höngg;;;;;;;;;;;;convenience;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;52741787;47.3815928;8.5095448;fuel;;Shell Hardau;Shell (Switzerland);Shell;yes;yes;;Q154950;;;Zürich;73;8004;Bullingerstrasse;Zürich Hardau;;https://find.shell.com/ch/fuel/10023346-shell-hardau/de_CH;yes;;;;yes;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;54754456;47.1211551;9.122469;fuel;;Eni;;Eni;yes;;;Q565594;en:Eni;;;;;;;;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;55275762;47.2148943;9.0214887;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;56237356;47.2203343;8.980851;fuel;;;Post;;;;24/7;;;;Uznach;9;8730;Burgerrietstrasse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;59185470;47.2376219;8.7276971;fuel;;AVIA;AVIA;Avia;;yes;;Q300147;de:Avia International;;Stäfa;109;8712;Seestrasse;;;;;;;;;;;;;convenience;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;73124669;47.3811098;8.4921479;fuel;;Migrol Service Flurstrasse;Migrol;Migrol;yes;yes;PH,Mo-Su 06:00-23:00;Q1747771;;;Zürich;32;8047;Rautistrasse;Zürich Flurstrasse;yes;https://www.migrol.ch/de/;yes;;;;;Migrol Flurstrasse;;;;;CH;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;81321511;47.5335372;9.0696973;fuel;;;;;yes;;24/7;;;;;;;;;;;yes;;yes;yes;;;;;;;;yes;yes;yes;;yes;3.8;yes;no;yes;yes;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;82462301;47.6556089;8.857671;fuel;;Keusch;Avia;Avia;yes;;24/7;Q300147;;;;;;;;yes;;yes;;yes;yes;;;;;;no;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;82462303;47.6577964;8.8533445;fuel;;Kofi's;;;yes;;;;;;;;;;;;;yes;;;yes;no;;no;no;no;;;;;;;;;;;;;;;;;;no;no;no;no;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;83423432;47.3374315;8.5302419;fuel;;Shell Wollishofen;;Shell;yes;;"Mo-Fr 06:30-22:00; Sa-Su 08:00-22:00";Q110716465;;;Zürich;115;8038;Albisstrasse;Zürich Wollishofen;;;yes;;;;yes;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;83424882;47.3398175;8.5298146;fuel;;Avia Service Wollishofen;Avia Osterwalder Zürich;Avia;;;24/7;Q300147;de:Avia International;;;;;;Zürich Wollishofen;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;84513888;47.3236425;8.5187472;fuel;;Eni Sihltalstrasse;;Eni;yes;;"Mo-Fr 06:00-22:00; Sa 06:30-22:00; Su,PH 07:00-22:00";Q565594;;;;;;;Adliswil Sihltalstrasse;;;yes;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;86035999;47.0242031;8.2963023;fuel;Please check name and brand. Agip becomes Eni. See http://lists.openstreetmap.ch/pipermail/talk-ch/2019-January/009849.html for (german) discussion.;Agip;Agip;;yes;;;;;;;;;;;;;yes;;yes;yes;;;yes;;;convenience;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;89266715;47.1832564;7.9810905;fuel;;Agrola;Landi Oberwiggertal;Agrola;;yes;;Q397351;de:Agrola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;94628702;47.0265599;8.2991398;fuel;;Shell Kriens;Shell (Switzerland);Shell;;;;Q110716465;en:Royal Dutch Shell;;Kriens;10;6010;Nidfeldstrasse;Kriens;yes;https://find.shell.com/ch/fuel/10023403-shell-kriens/de_CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;95582040;47.0495135;9.0600281;fuel;;Avia;;Avia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;98838885;47.0678093;9.0577963;fuel;;Coop Tankstelle;Coop Mineraloel;Coop;;;;;;;;;;;Netstal;;;;;;;;Coop Tankstelle Netstal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;98838886;47.0725304;9.0560821;fuel;;SOCAR Glarnerland;SOCAR Energy Switzerland;SOCAR;;;;Q1622293;;;Netstal;4;8754;Landstrasse;Netstal Glarnerland;;https://www.socarenergy.ch/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;98838887;47.0950062;9.0680391;fuel;;Oil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;101392168;47.3890134;8.695437;fuel;;AVIA;;;;;;;;;Volketswil;4;8604;Pfäffikerstrasse;;;;;;;;;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;102726613;47.2169721;8.5763211;fuel;;Migrol Service Sihlbrugg;Migrol;Migrol;;;;Q1747771;de:Migrol;;Sihlbrugg;2;6340;Zugerstrasse;Sihlbrugg;;https://www.migrol.ch/de/;;;;;;Migrol Sihlbrugg;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;102728438;47.1994085;8.5736624;fuel;;;;;;no;;;;Potlatch 0.4c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;103102957;47.3485725;8.5340966;fuel;;BP Service Wollishofen;;BP;yes;;PH,Mo-Su 00:00-24:00;Q152057;;;Zürich;320;8038;Mythenquai;Zürich Wollishofen;yes;;yes;;;yes;;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;110964235;47.5278765;7.7003458;fuel;;BP;;BP;yes;;24/7;Q152057;en:BP;;;;;;;;;yes;;;yes;;;;yes;yes;;;;;;;;;;;;;;;;;;;;yes;;;;;;;Ultimate Diesel;2.8;Bleifrei 95;Ultimate Bleifrei 98;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;111247327;47.5080581;8.5437196;fuel;;Migrol Tankstelle AMAG Bachenbülach;Migrol;Migrol;yes;;24/7;Q1747771;de:Migrol;;Bachenbülach;29;8184;Bächliwis;Bachenbülach AMAG;;https://www.migrol.ch/de/;yes;;yes;yes;;Migrol AMAG Bachenbülach;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;AMAG Bachenbülach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;111247401;47.5063807;8.5406917;fuel;;;Coop Service;;;;;;;;;6b;8184;Grabenstrasse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;125683037;47.5250153;7.6900191;fuel;;BP;BP;BP;;;;Q152057;en:BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;open;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
